drug,target
Alverine,P08908
Udenafil,O76074
Fenofibrate,O43923
Fenofibrate,Q07869
Edrophonium,P06276
Edrophonium,P22303
Probenecid,Q9NSA0
Probenecid,Q8TCC7
Probenecid,Q4U2R8
Probenecid,Q96RD7
Oxazepam,P47869
Oxazepam,P78334
Oxazepam,P28476
Oxazepam,P18505
Oxazepam,P14867
Oxazepam,O00591
Oxazepam,P47870
Oxazepam,O14764
Oxazepam,Q8N1C3
Oxazepam,P31644
Oxazepam,P34903
Oxazepam,A8MPY1
Oxazepam,P28472
Oxazepam,Q99928
Oxazepam,P48169
Oxazepam,Q16445
Oxazepam,Q9UN88
Oxazepam,P24046
Oxazepam,P18507
Bosentan,P24530
Bosentan,P25101
Dihydrotachysterol,P11473
Aluminium,P02787
Aluminium,P05023
Quinupristin,P61177
Quinupristin,P0A7J6
Zonisamide,Q8N1Q1
Zonisamide,Q9UI33
Zonisamide,P00915
Zonisamide,P00918
Zonisamide,O43570
Zonisamide,Q99250
Zonisamide,P35218
Zonisamide,O60939
Zonisamide,P07451
Zonisamide,Q14524
Zonisamide,P43166
Zonisamide,O95180
Zonisamide,P27338
Zonisamide,O43497
Zonisamide,P35498
Zonisamide,P22748
Zonisamide,Q9ULX7
Zonisamide,O75493
Zonisamide,Q9NY46
Zonisamide,Q9Y2D0
Zonisamide,Q16790
Zonisamide,Q9NY72
Zonisamide,Q9P0X4
Zonisamide,Q15858
Zonisamide,Q9NS85
Zonisamide,P35499
Zonisamide,Q8IWT1
Zonisamide,Q07699
Zonisamide,P23280
Zonisamide,P35219
Naftifine,Q14534
Yohimbine,P48048
Yohimbine,P08913
Yohimbine,P28221
Yohimbine,Q99712
Yohimbine,P14416
Yohimbine,P28223
Yohimbine,P18089
Yohimbine,P08908
Yohimbine,P78508
Yohimbine,P28222
Yohimbine,Q14654
Yohimbine,P35462
Yohimbine,P28335
Yohimbine,P41595
Yohimbine,P18825
Yohimbine,Q15842
Yohimbine,Q9UNX9
Yohimbine,Q14500
Isoniazid,P08684
Isoniazid,P0A546
Isoniazid,P0A5Y6
Isoniazid,P05177
Isoniazid,P33261
Isoniazid,Q08129
Isoniazid,P10632
Tolcapone,P21964
Guanfacine,P08913
Guanfacine,P18089
Hexobarbital,P47869
Hexobarbital,P36544
Hexobarbital,P43681
Hexobarbital,P14867
Hexobarbital,P42262
Hexobarbital,Q13002
Hexobarbital,P31644
Hexobarbital,P34903
Hexobarbital,P48169
Hexobarbital,Q16445
Mexiletine,Q14524
Mexiletine,P35869
Hyaluronic acid,Q8WWQ8
Hyaluronic acid,O14594
Hyaluronic acid,Q96S86
Hyaluronic acid,P10915
Hyaluronic acid,Q86UW8
Hyaluronic acid,Q6UX15
Hyaluronic acid,P16070
Hyaluronic acid,P98066
Hyaluronic acid,P05362
Hyaluronic acid,Q14520
Hyaluronic acid,P13611
Hyaluronic acid,Q9BZV3
Hyaluronic acid,Q5JVS0
Hyaluronic acid,Q07021
Hyaluronic acid,O75330
Tetracycline,C9EH48
Tetracycline,P0A7W7
Tetracycline,P0A7U3
Tetracycline,P0AG59
Tetracycline,P02359
Tetracycline,P0A7V3
Tetracycline,P04156
Tetracycline,Q9UM07
Romidepsin,Q13547
Romidepsin,Q92769
Romidepsin,Q9UBN7
Romidepsin,P56524
Minaprine,P21397
Minaprine,P14416
Minaprine,P28223
Minaprine,P31645
Minaprine,P21728
Minaprine,P22303
Minaprine,P11229
Minaprine,P28335
Minaprine,P41595
Trifluridine,P04818
Dezocine,P35372
Dezocine,P41145
Imipramine,P20309
Imipramine,P35367
Imipramine,Q12809
Imipramine,P21918
Imipramine,P14416
Imipramine,P28223
Imipramine,P31645
Imipramine,P08173
Imipramine,P25100
Imipramine,P08908
Imipramine,P08912
Imipramine,P21728
Imipramine,P35368
Imipramine,P35348
Imipramine,Q9UK17
Imipramine,Q9NZV8
Imipramine,Q01959
Imipramine,P11229
Imipramine,P34969
Imipramine,P28335
Imipramine,P23975
Imipramine,P50406
Imipramine,P08172
Atropine,P20309
Atropine,P08173
Atropine,P08912
Atropine,P11229
Atropine,P08172
Cyproterone acetate,P10275
Gliclazide,P15692
Gliclazide,Q09428
Rifabutin,P0A7Z4
Rifabutin,P0A8V2
Rifabutin,P14625
Rifabutin,P07900
Rifabutin,P0A8T7
Acetohydroxamic Acid,P18314
Acetohydroxamic Acid,P39900
Obeticholic acid,Q96RI1
Iron Dextran,P02794
Iron Dextran,P68871
Iron Dextran,P69905
Iron Dextran,P02792
Dolasetron,P46098
Conjugated Equine Estrogens,P03372
Fulvestrant,P03372
L-Lysine,P52569
L-Lysine,O43246
L-Lysine,Q8WY07
L-Lysine,Q15046
L-Lysine,P30825
Trametinib,Q02750
Trametinib,P36507
Methyldopa,P08913
Methyldopa,P20711
Felodipine,P54750
Felodipine,P54289
Felodipine,P02585
Felodipine,Q13698
Felodipine,Q01064
Felodipine,Q08289
Felodipine,O95180
Felodipine,P63316
Felodipine,Q01668
Felodipine,P62158
Felodipine,Q9NY47
Felodipine,Q13936
Felodipine,P08235
Treprostinil,Q9H244
Treprostinil,Q03181
Treprostinil,P43119
Atazanavir,Q72874
Arbutamine,P13945
Arbutamine,P08588
Arbutamine,P07550
Propylhexedrine,Q96RJ0
Propylhexedrine,Q05940
Apremilast,P01579
Apremilast,Q08499
Apremilast,P27815
Apremilast,P01375
Apremilast,Q07343
Apremilast,P29474
Apremilast,P60568
Phylloquinone,P02818
Phylloquinone,P38435
Remoxipride,P21917
Remoxipride,P14416
Remoxipride,P28223
Remoxipride,Q99720
Remoxipride,P35462
Vancomycin,P02768
Vancomycin,P96558
Vancomycin,Q06241
Naphazoline,P08913
Naphazoline,P35348
Rifaximin,O75469
Rifaximin,P0A8V2
Domperidone,P14416
Domperidone,P35462
Levallorphan,P35372
Hydralazine,P13674
Hydralazine,Q16853
Diphenidol,P20309
Diphenidol,P11229
Diphenidol,P08172
Propantheline,P11229
L-Tyrosine,P17735
L-Tyrosine,P54577
L-Tyrosine,P07101
L-Tyrosine,Q9Y2Z4
Pentagastrin,P32239
L-Cystine,Q9UPY5
L-Cystine,O60931
L-Cystine,P82251
L-Cystine,Q07837
Clodronate,P12235
Clodronate,P05141
Clodronate,P12236
Tasosartan,P50052
Tasosartan,P30556
Pipecuronium,P20309
Pipecuronium,Q15822
Pipecuronium,P08172
Cefaclor,Q8XJ01
Cefaclor,Q75Y35
Cefazolin,P02919
Cefazolin,P27169
Cefazolin,P76577
Cefazolin,P0AD68
Cefazolin,P0AD65
Cefazolin,P02918
Clotrimazole,P10613
Clotrimazole,O15554
Saquinavir,Q72874
Oxtriphylline,P29274
Oxtriphylline,Q14432
Oxtriphylline,Q92769
Oxtriphylline,P27815
Oxtriphylline,P30542
Cefditoren,Q8XJ01
Cefditoren,P0A3M6
Omacetaxine mepesuccinate,P20276
Omacetaxine mepesuccinate,P39023
Lactic Acid,Q9RW27
Lactic Acid,P09546
Methyprylon,P47869
Methyprylon,P78334
Methyprylon,P18505
Methyprylon,P14867
Methyprylon,O00591
Methyprylon,P47870
Methyprylon,O14764
Methyprylon,Q8N1C3
Methyprylon,P31644
Methyprylon,P34903
Methyprylon,P28472
Methyprylon,Q99928
Methyprylon,P48169
Methyprylon,Q16445
Methyprylon,Q9UN88
Methyprylon,P18507
Efinaconazole,P50859
Methylergometrine,P21728
Ulipristal,P06401
Ulipristal,P10275
Ulipristal,P04150
Tioconazole,P10613
Tioconazole,Q16850
Clofibrate,Q07869
Halothane,P47869
Halothane,P48549
Halothane,P78334
Halothane,P23415
Halothane,Q9NPC2
Halothane,Q8TCU5
Halothane,P18505
Halothane,P14867
Halothane,P08100
Halothane,O00591
Halothane,O60391
Halothane,P47870
Halothane,Q12791
Halothane,P98194
Halothane,Q6W5P4
Halothane,P59768
Halothane,O14764
Halothane,Q8N1C3
Halothane,P31644
Halothane,P34903
Halothane,Q12879
Halothane,P30049
Halothane,P28472
Halothane,Q99928
Halothane,P03886
Halothane,P48169
Halothane,Q16445
Halothane,O15554
Halothane,O14649
Halothane,P48051
Halothane,Q9UN88
Halothane,P18507
Oxytetracycline,P0A7V8
Oxytetracycline,P0A7X3
Carfilzomib,P28062
Carfilzomib,P20618
Carfilzomib,P28074
Carfilzomib,P28065
Carfilzomib,P40306
Carfilzomib,P49721
Mestranol,P03372
Gentamicin,P0A7S3
Gentamicin,P98164
Gentamicin,P00374
Gentamicin,P08164
Ethylmorphine,P35372
Teriflunomide,Q02127
Ciprofloxacin,P43700
Ciprofloxacin,P05653
Ciprofloxacin,Q12809
Ciprofloxacin,P0AES4
Ciprofloxacin,P43702
Ciprofloxacin,B4YQT9
Ciprofloxacin,P20831
Ciprofloxacin,P0C1U9
Ciprofloxacin,Q59192
Ciprofloxacin,C3T8E2
Ciprofloxacin,P11388
Olmesartan,P30556
Gadopentetate dimeglumine,P52209
Nefazodone,P08913
Nefazodone,P28223
Nefazodone,P31645
Nefazodone,P08908
Nefazodone,P35368
Nefazodone,P35348
Nefazodone,Q01959
Nefazodone,P28335
Nefazodone,P23975
Ticagrelor,Q9H244
Nabumetone,P23219
Nabumetone,P35354
Ponatinib,P11362
Ponatinib,P11274
Ponatinib,P35968
Ponatinib,P12931
Ponatinib,P06239
Ponatinib,P22607
Ponatinib,Q02763
Ponatinib,P07948
Ponatinib,P16234
Ponatinib,P36888
Ponatinib,P07949
Ponatinib,P22455
Ponatinib,P21802
Ponatinib,P00519
Ponatinib,P10721
Bedaquiline,P63691
Ledipasvir,Q5L478
Dexmedetomidine,P08913
Tirofiban,P08514
Tirofiban,P05106
Hesperetin,P35610
Hesperetin,O75908
Hesperetin,P55157
Cimetidine,P25021
Desloratadine,P35367
Oxyphencyclimine,P20309
Oxyphencyclimine,P11229
Oxyphencyclimine,P08172
Tigecycline,P0A7U3
Tigecycline,P0AG59
Tigecycline,P0A7S3
Tigecycline,P0A7X3
Tigecycline,P0A7S9
Urea C-13,Q8KT33
Budesonide,P04150
Fenoterol,P13945
Fenoterol,P08588
Fenoterol,P07550
Telbivudine,Q05486
L-Valine,P05166
L-Valine,P54687
L-Valine,P26640
Adinazolam,P47869
Adinazolam,P78334
Adinazolam,P28476
Adinazolam,P18505
Adinazolam,P14867
Adinazolam,O00591
Adinazolam,P47870
Adinazolam,O14764
Adinazolam,Q8N1C3
Adinazolam,P31644
Adinazolam,P34903
Adinazolam,A8MPY1
Adinazolam,P28472
Adinazolam,Q99928
Adinazolam,P24046
Adinazolam,P18507
Sonidegib,Q99835
Probucol,P23141
Probucol,O95477
L-Arginine,P35228
L-Arginine,Q96A70
L-Arginine,O43246
L-Arginine,P29474
L-Arginine,P04424
L-Arginine,Q8WY07
L-Arginine,P78540
L-Arginine,P30825
L-Arginine,P00966
Dasatinib,P09619
Dasatinib,P12931
Dasatinib,P06239
Dasatinib,P07947
Dasatinib,P06241
Dasatinib,P42684
Dasatinib,P00519
Dasatinib,P10721
Dasatinib,P51692
Dasatinib,P29317
L-Phenylalanine,P00439
L-Phenylalanine,Q9NSD9
L-Phenylalanine,Q9Y285
L-Phenylalanine,O95363
L-Phenylalanine,Q9UHI5
L-Phenylalanine,P17735
L-Phenylalanine,P07101
Gamma Hydroxybutyric Acid,P18505
Gamma Hydroxybutyric Acid,Q9HAB3
Porfimer,P01130
Porfimer,P12314
Estramustine,P11137
Estramustine,Q92731
Estramustine,P78559
Estramustine,P03372
Gluconic Acid,P22073
Quetiapine,P20309
Quetiapine,P08913
Quetiapine,P21917
Quetiapine,P35367
Quetiapine,P28221
Quetiapine,P21918
Quetiapine,P14416
Quetiapine,P28223
Quetiapine,P18089
Quetiapine,P08173
Quetiapine,P25100
Quetiapine,P08908
Quetiapine,P08912
Quetiapine,P21728
Quetiapine,P28566
Quetiapine,P35368
Quetiapine,P46098
Quetiapine,P35348
Quetiapine,P28222
Quetiapine,P11229
Quetiapine,P34969
Quetiapine,P35462
Quetiapine,P28335
Quetiapine,P18825
Quetiapine,P50406
Quetiapine,P08172
Prasterone,P07445
Prasterone,P47869
Prasterone,P78334
Prasterone,O75469
Prasterone,P10275
Prasterone,Q8TCU5
Prasterone,P18505
Prasterone,P14867
Prasterone,O00591
Prasterone,P14061
Prasterone,O60391
Prasterone,P47870
Prasterone,Q07869
Prasterone,Q92731
Prasterone,Q14957
Prasterone,Q13224
Prasterone,Q06520
Prasterone,O14764
Prasterone,Q8N1C3
Prasterone,Q05586
Prasterone,P31644
Prasterone,P34903
Prasterone,Q12879
Prasterone,P28472
Prasterone,Q99928
Prasterone,O15399
Prasterone,Q99720
Prasterone,P22637
Prasterone,P48169
Prasterone,Q16445
Prasterone,O00204
Prasterone,Q14994
Prasterone,Q9UN88
Prasterone,P03372
Prasterone,P18507
Cilastatin,P16444
Eflornithine,P11926
Oxyphenonium,P11229
Pamidronate,P14324
Idoxuridine,Q9QNF7
Pyridoxine,O00764
Cefoperazone,P24228
Cefoperazone,Q9X6W0
Cefoperazone,P0AEB2
Cefoperazone,P02919
Cefoperazone,P0AD68
Cefoperazone,P0AD65
Cefoperazone,P08506
Cefoperazone,P02918
Cefoperazone,Q07806
Ecabet,P18314
Ecabet,Q8NFA2
Brompheniramine,P20309
Brompheniramine,P35367
Brompheniramine,P08173
Brompheniramine,P08912
Brompheniramine,P11229
Brompheniramine,P08172
Citalopram,P35367
Citalopram,P31645
Citalopram,P35348
Citalopram,P11229
Chlorcyclizine,P35367
Eplerenone,P08235
Lapatinib,P00533
Lapatinib,P04626
Ketazolam,P78334
Ketazolam,P18505
Ketazolam,P14867
Ketazolam,P30536
Ketazolam,O14764
Ketazolam,Q8N1C3
Azathioprine,P00492
Terbinafine,Q14534
Enoximone,Q14432
Isotretinoin,P10276
Ketoprofen,P23219
Ketoprofen,P25024
Ketoprofen,P35354
Tetracosactide,Q01718
Linaclotide,P25092
Malathion,P06276
Metformin,Q9Y478
Alfacalcidol,P11473
Alfacalcidol,O15528
Roxatidine acetate,P25021
Formaldehyde,P15555
Meticillin,Q7CRA4
Meticillin,Q75Y35
Meticillin,Q8DR59
Meticillin,P0A3M6
Meticillin,Q8DNB6
Meticillin,Q53707
Difluprednate,P04150
Nelarabine,P09884
Medroxyprogesterone acetate,P06401
Medroxyprogesterone acetate,P03372
Carteolol,P08588
Carteolol,P07550
Lanreotide,P30874
Lanreotide,P35346
Sulfamethoxazole,P0AC13
Sulfamethoxazole,P08192
Raloxifene,Q92731
Raloxifene,P03372
Tacrolimus,P62942
Flumethasone,P04150
Retapamulin,Q9A1X4
Norepinephrine,P08913
Norepinephrine,P00439
Norepinephrine,P13945
Norepinephrine,P08588
Norepinephrine,P18089
Norepinephrine,P25100
Norepinephrine,P35368
Norepinephrine,P35348
Norepinephrine,P07550
Norepinephrine,Q05940
Norepinephrine,P54219
Norepinephrine,P18825
Ceforanide,Q70KI2
Doxylamine,P35367
Doxylamine,P11229
Modafinil,P35368
Modafinil,Q01959
Acetazolamide,P00915
Acetazolamide,P00918
Acetazolamide,P07451
Acetazolamide,P43166
Acetazolamide,P22748
Acetazolamide,Q9ULX7
Acetazolamide,P29972
Riociguat,P33402
Zolpidem,P47869
Zolpidem,P14867
Zolpidem,P34903
Neostigmine,P22303
Medrysone,P04150
Rosoxacin,P0AES6
Rosoxacin,P0AFI2
Isoflurophate,P06276
Isoflurophate,P22303
Bivalirudin,P00734
Ritonavir,Q72874
Fentanyl,P35372
Fentanyl,P41145
Fentanyl,P41143
Irbesartan,P30556
Irbesartan,P05412
Ketobemidone,Q8TCU5
Ketobemidone,P35372
Ketobemidone,O60391
Ketobemidone,P41145
Ketobemidone,Q14957
Ketobemidone,Q13224
Ketobemidone,Q05586
Ketobemidone,Q12879
Ketobemidone,O15399
Ketobemidone,P41143
Naloxegol,P35372
Minoxidil,P48048
Minoxidil,P23219
Clozapine,P20309
Clozapine,P08913
Clozapine,P21917
Clozapine,P35367
Clozapine,P28221
Clozapine,P14416
Clozapine,P28223
Clozapine,P18089
Clozapine,P08173
Clozapine,P08908
Clozapine,P08912
Clozapine,P21728
Clozapine,P28566
Clozapine,P35368
Clozapine,P46098
Clozapine,P35348
Clozapine,P28222
Clozapine,P11229
Clozapine,P34969
Clozapine,P35462
Clozapine,Q9NYX4
Clozapine,P28335
Clozapine,P18825
Clozapine,P50406
Clozapine,P08172
Clozapine,Q9H3N8
Benzylpenicillin,Q2FGH1
Benzylpenicillin,Q16348
Benzylpenicillin,P62593
Benzylpenicillin,P46059
Benzylpenicillin,Q8TCC7
Fludrocortisone,P10275
Fludrocortisone,P04150
Fludrocortisone,P08235
Streptozocin,Q89ZI2
Streptozocin,P11168
Saxagliptin,P27487
Etoposide,Q02880
Etoposide,P11388
Axitinib,P35968
Axitinib,P17948
Axitinib,P35916
L-Tryptophan,Q9UGM6
L-Tryptophan,P23381
L-Tryptophan,P00953
Aclidinium,P20309
Aclidinium,P08173
Aclidinium,P08912
Aclidinium,P11229
Aclidinium,P08172
Clocortolone,P04150
Luliconazole,P10613
Fencamfamine,Q01959
Levocetirizine,P35367
Cefpiramide,Q9X6W0
Cefpiramide,P02919
Cefpiramide,P0AD68
Cefpiramide,C1KC03
Cefpiramide,P08506
Cefpiramide,P02918
Cefpiramide,Q07806
Pilocarpine,P20309
Pilocarpine,P11229
Pilocarpine,P08172
Pentostatin,P00813
Urea,P00918
Urea,P0ABQ4
Urea,P35222
Urea,P05089
Urea,P09592
Urea,Q8XB74
Cinacalcet,P41180
Alitretinoin,P19793
Alitretinoin,P13631
Alitretinoin,P48443
Alitretinoin,P10826
Alitretinoin,P10276
Alitretinoin,P28702
Tobramycin,P0A7S3
Mazindol,P31645
Mazindol,Q01959
Mazindol,P23975
Bosutinib,Q13555
Bosutinib,P11274
Bosutinib,Q02750
Bosutinib,P12931
Bosutinib,P24941
Bosutinib,P07948
Bosutinib,P36507
Bosutinib,P08631
Bosutinib,P00519
Bosutinib,Q9Y2U5
Dydrogesterone,P06401
Levonordefrin,P35348
Levonordefrin,P23975
Cinolazepam,P47869
Cinolazepam,P78334
Cinolazepam,P28476
Cinolazepam,P18505
Cinolazepam,P14867
Cinolazepam,O00591
Cinolazepam,P47870
Cinolazepam,O14764
Cinolazepam,Q8N1C3
Cinolazepam,P31644
Cinolazepam,P34903
Cinolazepam,A8MPY1
Cinolazepam,P28472
Cinolazepam,Q99928
Cinolazepam,P24046
Cinolazepam,P18507
Clorazepate,P47869
Clorazepate,P78334
Clorazepate,P18505
Clorazepate,P14867
Clorazepate,O00591
Clorazepate,P47870
Clorazepate,P30536
Clorazepate,O14764
Clorazepate,Q8N1C3
Clorazepate,P31644
Clorazepate,P34903
Clorazepate,P28472
Clorazepate,Q99928
Clorazepate,P48169
Clorazepate,Q16445
Clorazepate,Q9UN88
Clorazepate,P18507
Tipranavir,Q72874
Ethotoin,Q14524
Doxacurium chloride,Q15822
Doxacurium chloride,P08172
Milrinone,Q14432
Dalteparin,P16109
Dalteparin,P01008
Dalteparin,P15692
Dalteparin,P10646
Lomitapide,P55157
Pentazocine,P35372
Pentazocine,P41145
Pentazocine,Q99720
Hydroflumethiazide,P00915
Hydroflumethiazide,P00918
Hydroflumethiazide,O43570
Hydroflumethiazide,Q13621
Hydroflumethiazide,Q12791
Hydroflumethiazide,P05023
Hydroflumethiazide,P22748
Hydroflumethiazide,Q16790
L-Proline,P45877
L-Proline,Q9UN76
L-Proline,P07814
L-Proline,O15460
L-Proline,Q32P28
L-Proline,O43272
L-Proline,Q53H96
L-Proline,P23284
L-Proline,O94903
L-Proline,Q8IVL6
L-Proline,P30405
L-Proline,Q8IVL5
L-Proline,P13674
L-Proline,P62937
L-Proline,P32322
L-Proline,Q96C36
L-Proline,O43447
L-Proline,Q7L3T8
L-Proline,Q99884
L-Proline,Q96EM0
L-Proline,Q4W8W1
L-Proline,Q13427
Conivaptan,P30518
Conivaptan,P37288
Methimazole,P07202
Baclofen,O75899
Baclofen,Q9UBS5
Ivacaftor,P13569
Trilostane,P26439
Trilostane,P14060
Trilostane,Q92731
Trilostane,P03372
Ardeparin,P01008
Ardeparin,P05546
Valaciclovir,Q9QNF7
Valaciclovir,P04293
Sorbitol,P12070
Sorbitol,P12851
Sorbitol,P24300
Sorbitol,P37330
Propylthiouracil,P07202
Butriptyline,P35367
Butriptyline,P28223
Butriptyline,P31645
Doxercalciferol,P11473
Mitiglinide,P37231
Mitiglinide,Q09428
Buprenorphine,P35372
Buprenorphine,P41145
Buprenorphine,P41143
Cefotetan,Q75Y35
Amoxicillin,Q8XJ01
Cabazitaxel,P68366
Cabazitaxel,Q9H4B7
Tolmetin,P23219
Tolmetin,P35354
Fluorometholone,P04150
Butalbital,P47869
Butalbital,P78334
Butalbital,P36544
Butalbital,P18505
Butalbital,P43681
Butalbital,P14867
Butalbital,O00591
Butalbital,P47870
Butalbital,P42262
Butalbital,Q13002
Butalbital,O14764
Butalbital,Q8N1C3
Butalbital,P31644
Butalbital,P34903
Butalbital,P28472
Butalbital,Q99928
Butalbital,P48169
Butalbital,Q16445
Butalbital,Q9UN88
Butalbital,P18507
Phosphatidyl serine,Q9UG56
Phosphatidyl serine,Q9NXE4
Phosphatidyl serine,Q9NY59
Phosphatidyl serine,Q9BVG9
Phosphatidyl serine,Q9Y2Q0
Phosphatidyl serine,P48651
Phosphatidyl serine,P49619
Phosphatidyl serine,Q16760
Phosphatidyl serine,P17252
Phosphatidyl serine,Q8WTV0
Fosfomycin,P0A749
Empagliflozin,P31639
Everolimus,P42345
Alectinib,Q9UM73
Diphenhydramine,P35367
Diphenhydramine,P08172
Naltrexone,Q5T1J1
Naltrexone,P35372
Naltrexone,P41145
Naltrexone,P41143
Dapsone,P0C0X2
Dapsone,P0C0X1
Trimethoprim,P04818
Trimethoprim,P00374
Prilocaine,Q14524
Ethynodiol diacetate,P06401
Ethynodiol diacetate,P03372
Isoflurane,P47869
Isoflurane,Q09470
Isoflurane,P78334
Isoflurane,P23415
Isoflurane,P18505
Isoflurane,P14867
Isoflurane,P42261
Isoflurane,O00591
Isoflurane,P47870
Isoflurane,P98194
Isoflurane,O14764
Isoflurane,Q8N1C3
Isoflurane,P31644
Isoflurane,P34903
Isoflurane,P30049
Isoflurane,P28472
Isoflurane,Q99928
Isoflurane,P62158
Isoflurane,P48169
Isoflurane,Q16445
Isoflurane,Q9UN88
Isoflurane,P18507
Carglumic Acid,P31327
Sodium Tetradecyl Sulfate,P04070
Sodium Tetradecyl Sulfate,P07225
Gemfibrozil,Q07869
Venetoclax,P10415
Levobupivacaine,Q9Y5Y9
Cefadroxil,Q7CRA4
Cefadroxil,Q75Y35
Cefadroxil,Q8DR59
Cefadroxil,P0A3M6
Aminosalicylic Acid,P64143
Aminosalicylic Acid,Q9NZK7
Aminosalicylic Acid,P35354
Aminosalicylic Acid,P09917
Aminosalicylic Acid,O15111
Rosuvastatin,P04035
Sotalol,Q12809
Sotalol,P08588
Sotalol,P07550
Regadenoson,P29274
Metyrapone,P15538
Metyrapone,P00183
Cefapirin,Q8XJ01
Levofloxacin,P43700
Levofloxacin,P43702
Levofloxacin,P11388
Bupranolol,P13945
Bupranolol,P08588
Bupranolol,P07550
Reboxetine,P23975
Memantine,Q8TCU5
Memantine,P14416
Memantine,P46098
Memantine,Q13224
Memantine,Q693P7
Memantine,Q05586
Memantine,Q12879
Remifentanil,P35372
Remifentanil,P41145
Remifentanil,P41143
Betaxolol,P08588
Betaxolol,P07550
Afamelanotide,Q01726
Lurasidone,P08913
Lurasidone,P14416
Lurasidone,P28223
Lurasidone,P08908
Lurasidone,P34969
Lurasidone,P18825
Glipizide,P37231
Glipizide,Q09428
Tolazoline,P08913
Tolazoline,P35367
Tolazoline,P18089
Tolazoline,P25021
Tolazoline,P35348
Tolazoline,P18825
Diflorasone,P04150
L-Asparagine,Q7L266
L-Asparagine,O43776
L-Asparagine,Q96I59
L-Asparagine,P08243
L-Asparagine,Q99624
L-Asparagine,Q15758
Midodrine,P25100
Midodrine,P35368
Midodrine,P35348
Ganirelix,P30968
Cangrelor,Q9H244
Ropinirole,P08913
Ropinirole,P21917
Ropinirole,P28221
Ropinirole,P21918
Ropinirole,P14416
Ropinirole,P28223
Ropinirole,P18089
Ropinirole,P08908
Ropinirole,P21728
Ropinirole,P28222
Ropinirole,P35462
Ropinirole,P28335
Ropinirole,P41595
Ropinirole,P18825
Biotin,P05166
Biotin,P05165
Biotin,O00763
Biotin,Q96RQ3
Biotin,P50747
Biotin,P11498
Biotin,Q9HCC0
Biotin,Q13085
Biotin,Q9Y289
Tafluprost,P43088
Glimepiride,P48048
Glimepiride,Q14654
Glimepiride,Q09428
Oxitriptan,Q9RVD6
L-Serine,P21549
L-Serine,O15269
L-Serine,P20132
L-Serine,P35520
L-Serine,Q9GZT4
L-Serine,O15270
L-Serine,P49591
Nalbuphine,P35372
Nalbuphine,P41145
Nalbuphine,P41143
Octreotide,P30874
Octreotide,P30872
Octreotide,P35346
Ketoconazole,P10275
Ketoconazole,P11511
Ketoconazole,P10613
Ketoconazole,P08686
Ezogabine,O43525
Ezogabine,O43526
Ezogabine,Q9NR82
Ezogabine,P56696
Phenindamine,P35367
Fluoxetine,P31645
Doxazosin,Q12809
Doxazosin,P25100
Doxazosin,P35368
Doxazosin,P35348
Doxazosin,Q9H252
Doxazosin,Q9NS40
Nabilone,P21554
Nabilone,P34972
Amodiaquine,P50135
Clonidine,P08913
Clonidine,P18089
Clonidine,P25100
Clonidine,P35368
Clonidine,P35348
Clonidine,P18825
Suramin,P00734
Suramin,P23945
Suramin,P21817
Suramin,P41231
Suramin,P68638
Suramin,Q9NXA8
Suramin,P14555
Azithromycin,Q9UM07
Azithromycin,P60725
Azithromycin,P61177
Cetrimonium,P0C5C2
Cetrimonium,Q79FX6
Methyltestosterone,P10275
Fluspirilene,P14416
Fluspirilene,P28223
Fluspirilene,Q06432
Labetalol,P08588
Labetalol,P25100
Labetalol,P35368
Labetalol,P35348
Labetalol,P07550
Brexpiprazole,P14416
Brexpiprazole,P28223
Brexpiprazole,P08908
Brexpiprazole,P35368
Brexpiprazole,P18825
Nifedipine,Q09470
Nifedipine,P54289
Nifedipine,Q13698
Nifedipine,Q08289
Nifedipine,O95180
Nifedipine,Q01668
Nifedipine,P62158
Nifedipine,Q13936
Naratriptan,P28221
Naratriptan,P08908
Naratriptan,P28222
Naratriptan,P30939
Trichlormethiazide,P00915
Trichlormethiazide,P00918
Trichlormethiazide,Q13621
Trichlormethiazide,P05023
Trichlormethiazide,P22748
Minocycline,P14780
Minocycline,P29466
Minocycline,P15692
Minocycline,P01584
Minocycline,P0A7V8
Minocycline,P42574
Minocycline,P09917
Minocycline,P0A7X3
Minocycline,P99999
Acrivastine,P35367
Afatinib,P00533
Afatinib,Q15303
Afatinib,P04626
Lomustine,Q9H169
Vismodegib,Q99835
Levorphanol,P35372
Levorphanol,P41145
Levorphanol,P41143
Tubocurarine,P46098
Tubocurarine,P22303
Tubocurarine,Q15822
Mezlocillin,Q8XJ01
Mezlocillin,Q75Y35
Mezlocillin,P0AD65
Thioridazine,Q12809
Thioridazine,P14416
Thioridazine,P28223
Thioridazine,P21728
Thioridazine,P35368
Thioridazine,P35348
Ranolazine,Q14524
Ranolazine,Q15858
Adapalene,P19793
Adapalene,P13631
Adapalene,P48443
Adapalene,P10826
Adapalene,P10276
Adapalene,P28702
Dabigatran etexilate,P00734
Desflurane,P47869
Desflurane,Q09470
Desflurane,P78334
Desflurane,P23415
Desflurane,P18505
Desflurane,P14867
Desflurane,P42261
Desflurane,O00591
Desflurane,P47870
Desflurane,P98194
Desflurane,O14764
Desflurane,Q8N1C3
Desflurane,P31644
Desflurane,P34903
Desflurane,P30049
Desflurane,P28472
Desflurane,Q99928
Desflurane,P03886
Desflurane,P48169
Desflurane,Q16445
Desflurane,Q9UN88
